#First-Come First-Serve
Pid,CPUTime,StartBurstTime,EndBurstTime,Complete
15,8686,96,66,False
16,8719,467,437,False
17,8752,14,0,True
20,8771,161,131,False
21,8804,229,199,False
1,8837,381,351,False
2,8870,150,120,False
5,8903,342,312,False
6,8936,102,72,False
11,8969,330,300,False
13,9002,111,81,False
15,9035,66,36,False
16,9068,437,407,False
20,9101,131,101,False
21,9134,199,169,False
1,9167,351,321,False
2,9200,120,90,False
5,9233,312,282,False
6,9266,72,42,False
11,9299,300,270,False
13,9332,81,51,False
15,9365,36,6,False
16,9398,407,377,False
20,9431,101,71,False
21,9464,169,139,False
1,9497,321,291,False
2,9530,90,60,False
5,9563,282,252,False
6,9596,42,12,False
11,9629,270,240,False
13,9662,51,21,False
15,9695,6,0,True
16,9722,377,347,False
20,9755,71,41,False
21,9788,139,109,False
1,9821,291,261,False
2,9854,60,30,False
5,9887,252,222,False
6,9920,12,0,True
11,9941,240,210,False
13,9974,21,0,True
16,9986,347,317,False
20,10019,41,11,False
21,10052,109,79,False
1,10085,261,231,False
2,10118,30,0,True
5,10121,222,192,False
11,10154,210,180,False
16,10187,317,287,False
20,10220,11,0,True
21,10242,79,49,False
1,10275,231,201,False
5,10308,192,162,False
11,10341,180,150,False
16,10374,287,257,False
21,10407,49,19,False
1,10440,201,171,False
5,10473,162,132,False
11,10506,150,120,False
16,10539,257,227,False
21,10572,19,0,True
1,10586,171,141,False
5,10619,132,102,False
11,10652,120,90,False
16,10685,227,197,False
1,10718,141,111,False
5,10751,102,72,False
11,10784,90,60,False
16,10817,197,167,False
1,10850,111,81,False
5,10883,72,42,False
11,10916,60,30,False
16,10949,167,137,False
1,10982,81,51,False
5,11015,42,12,False
11,11048,30,0,True
16,11051,137,107,False
1,11084,51,21,False
5,11117,12,0,True
16,11138,107,77,False
1,11171,21,0,True
16,11183,77,47,False
16,11216,47,17,False
16,11249,17,0,True
" "
Average Turn Around Time: 7815
" "
" "
#Round Robin 60
Pid,CPUTime,StartBurstTime,EndBurstTime,Complete
1,0,891,831,False
2,63,660,600,False
3,126,116,56,False
4,189,256,196,False
5,252,852,792,False
6,315,612,552,False
7,378,283,223,False
8,441,472,412,False
9,504,227,167,False
10,567,349,289,False
11,630,840,780,False
12,693,280,220,False
13,756,621,561,False
14,819,232,172,False
15,882,576,516,False
16,945,947,887,False
17,1008,494,434,False
18,1071,117,57,False
19,1134,169,109,False
20,1197,641,581,False
21,1260,709,649,False
1,1323,831,771,False
2,1386,600,540,False
3,1449,56,0,True
4,1456,196,136,False
5,1519,792,732,False
6,1582,552,492,False
7,1645,223,163,False
8,1708,412,352,False
9,1771,167,107,False
10,1834,289,229,False
11,1897,780,720,False
12,1960,220,160,False
13,2023,561,501,False
14,2086,172,112,False
15,2149,516,456,False
16,2212,887,827,False
17,2275,434,374,False
18,2338,57,0,True
19,2344,109,49,False
20,2407,581,521,False
21,2470,649,589,False
1,2533,771,711,False
2,2596,540,480,False
4,2659,136,76,False
5,2722,732,672,False
6,2785,492,432,False
7,2848,163,103,False
8,2911,352,292,False
9,2974,107,47,False
10,3037,229,169,False
11,3100,720,660,False
12,3163,160,100,False
13,3226,501,441,False
14,3289,112,52,False
15,3352,456,396,False
16,3415,827,767,False
17,3478,374,314,False
19,3541,49,0,True
20,3555,521,461,False
21,3618,589,529,False
1,3681,711,651,False
2,3744,480,420,False
4,3807,76,16,False
5,3870,672,612,False
6,3933,432,372,False
7,3996,103,43,False
8,4059,292,232,False
9,4122,47,0,True
10,4138,169,109,False
11,4201,660,600,False
12,4264,100,40,False
13,4327,441,381,False
14,4390,52,0,True
15,4401,396,336,False
16,4464,767,707,False
17,4527,314,254,False
20,4590,461,401,False
21,4653,529,469,False
1,4716,651,591,False
2,4779,420,360,False
4,4842,16,0,True
5,4889,612,552,False
6,4952,372,312,False
7,5015,43,0,True
8,5035,232,172,False
10,5098,109,49,False
11,5161,600,540,False
12,5224,40,0,True
13,5247,381,321,False
15,5310,336,276,False
16,5373,707,647,False
17,5436,254,194,False
20,5499,401,341,False
21,5562,469,409,False
1,5625,591,531,False
2,5688,360,300,False
5,5751,552,492,False
6,5814,312,252,False
8,5877,172,112,False
10,5940,49,0,True
11,5954,540,480,False
13,6017,321,261,False
15,6080,276,216,False
16,6143,647,587,False
17,6206,194,134,False
20,6269,341,281,False
21,6332,409,349,False
1,6395,531,471,False
2,6458,300,240,False
5,6521,492,432,False
6,6584,252,192,False
8,6647,112,52,False
11,6710,480,420,False
13,6773,261,201,False
15,6836,216,156,False
16,6899,587,527,False
17,6962,134,74,False
20,7025,281,221,False
21,7088,349,289,False
1,7151,471,411,False
2,7214,240,180,False
5,7277,432,372,False
6,7340,192,132,False
8,7403,52,0,True
11,7414,420,360,False
13,7477,201,141,False
15,7540,156,96,False
16,7603,527,467,False
17,7666,74,14,False
20,7729,221,161,False
21,7792,289,229,False
1,7855,411,351,False
2,7918,180,120,False
5,7981,372,312,False
6,8044,132,72,False
11,8107,360,300,False
13,8170,141,81,False
15,8233,96,36,False
16,8296,467,407,False
17,8359,14,0,True
20,8408,161,101,False
21,8471,229,169,False
1,8534,351,291,False
2,8597,120,60,False
5,8660,312,252,False
6,8723,72,12,False
11,8786,300,240,False
13,8849,81,21,False
15,8912,36,0,True
16,8939,407,347,False
20,9002,101,41,False
21,9065,169,109,False
1,9128,291,231,False
2,9191,60,0,True
5,9194,252,192,False
6,9257,12,0,True
11,9308,240,180,False
13,9371,21,0,True
16,9413,347,287,False
20,9476,41,0,True
21,9498,109,49,False
1,9561,231,171,False
5,9624,192,132,False
11,9687,180,120,False
16,9750,287,227,False
21,9813,49,0,True
1,9827,171,111,False
5,9890,132,72,False
11,9953,120,60,False
16,10016,227,167,False
1,10079,111,51,False
5,10142,72,12,False
11,10205,60,0,True
16,10208,167,107,False
1,10271,51,0,True
5,10283,12,0,True
16,10334,107,47,False
16,10397,47,0,True
" "
Average Turn Around Time: 7152
" "
" "
#Lottery
Pid,CPUTime,StartBurstTime,EndBurstTime,Complete
21,60,709,659,False
3,119,116,66,False
10,199,349,299,False
21,312,659,609,False
20,422,641,591,False
3,481,66,16,False
14,573,232,182,False
19,680,169,119,False
14,772,182,132,False
6,840,612,562,False
7,911,283,233,False
8,985,472,422,False
21,1098,609,559,False
8,1172,422,372,False
1,1225,891,841,False
15,1320,576,526,False
13,1409,621,571,False
4,1471,256,206,False
6,1539,562,512,False
1,1592,841,791,False
11,1675,840,790,False
13,1764,571,521,False
1,1817,791,741,False
16,1915,947,897,False
7,1986,233,183,False
1,2039,741,691,False
9,2116,227,177,False
20,2226,591,541,False
19,2333,119,69,False
15,2428,526,476,False
19,2535,69,19,False
2,2591,660,610,False
9,2668,177,127,False
16,2766,897,847,False
16,2864,847,797,False
16,2962,797,747,False
21,3075,559,509,False
18,3179,117,67,False
2,3235,610,560,False
21,3348,509,459,False
13,3437,521,471,False
2,3493,560,510,False
5,3558,852,802,False
21,3671,459,409,False
2,3727,510,460,False
10,3807,299,249,False
7,3878,183,133,False
6,3946,512,462,False
16,4044,747,697,False
19,4151,19,0,True
6,4188,462,412,False
5,4253,802,752,False
7,4324,133,83,False
21,4434,409,359,False
10,4514,249,199,False
9,4591,127,77,False
2,4647,460,410,False
15,4742,476,426,False
14,4834,132,82,False
18,4938,67,17,False
15,5033,426,376,False
14,5125,82,32,False
1,5178,691,641,False
21,5288,359,309,False
9,5365,77,27,False
3,5424,16,0,True
21,5497,309,259,False
4,5556,206,156,False
13,5642,471,421,False
7,5710,83,33,False
14,5799,32,0,True
16,5873,697,647,False
1,5926,641,591,False
7,5994,33,0,True
9,6048,27,0,True
8,6093,372,322,False
6,6158,412,362,False
2,6214,410,360,False
15,6297,376,326,False
18,6389,17,0,True
15,6439,326,276,False
2,6495,360,310,False
2,6551,310,260,False
1,6604,591,541,False
8,6672,322,272,False
13,6752,421,371,False
16,6838,647,597,False
10,6909,199,149,False
5,6971,752,702,False
6,7036,362,312,False
13,7116,371,321,False
4,7175,156,106,False
2,7231,260,210,False
5,7293,702,652,False
2,7349,210,160,False
21,7444,259,209,False
1,7497,541,491,False
5,7559,652,602,False
11,7633,790,740,False
21,7728,209,159,False
11,7802,740,690,False
2,7858,160,110,False
15,7941,276,226,False
8,8009,272,222,False
2,8065,110,60,False
11,8139,690,640,False
2,8195,60,10,False
1,8248,491,441,False
10,8319,149,99,False
1,8372,441,391,False
2,8428,10,0,True
21,8480,159,109,False
4,8536,106,56,False
20,8625,541,491,False
4,8681,56,6,False
13,8758,321,271,False
13,8835,271,221,False
1,8888,391,341,False
13,8965,221,171,False
16,9048,597,547,False
10,9116,99,49,False
13,9193,171,121,False
21,9285,109,59,False
6,9347,312,262,False
15,9427,226,176,False
10,9495,49,0,True
15,9571,176,126,False
20,9657,491,441,False
4,9713,6,0,True
15,9743,126,76,False
8,9805,222,172,False
1,9858,341,291,False
15,9932,76,26,False
16,10009,547,497,False
8,10071,172,122,False
15,10145,26,0,True
13,10192,121,71,False
17,10269,494,444,False
21,10352,59,9,False
21,10435,9,0,True
8,10456,122,72,False
13,10527,71,21,False
20,10607,441,391,False
1,10660,291,241,False
5,10716,602,552,False
13,10787,21,0,True
1,10811,241,191,False
5,10867,552,502,False
1,10920,191,141,False
8,10982,72,22,False
6,11041,262,212,False
1,11094,141,91,False
16,11165,497,447,False
16,11236,447,397,False
8,11298,22,0,True
1,11323,91,41,False
1,11376,41,0,True
6,11423,212,162,False
16,11488,397,347,False
16,11553,347,297,False
16,11618,297,247,False
6,11674,162,112,False
17,11742,444,394,False
17,11810,394,344,False
16,11875,247,197,False
5,11928,502,452,False
6,11984,112,62,False
11,12043,640,590,False
11,12102,590,540,False
11,12161,540,490,False
5,12214,452,402,False
16,12279,197,147,False
5,12332,402,352,False
16,12397,147,97,False
6,12453,62,12,False
16,12518,97,47,False
11,12577,490,440,False
16,12642,47,0,True
5,12692,352,302,False
5,12745,302,252,False
6,12801,12,0,True
11,12819,440,390,False
12,12878,280,230,False
11,12934,390,340,False
5,12987,252,202,False
5,13040,202,152,False
5,13093,152,102,False
20,13158,391,341,False
5,13211,102,52,False
5,13264,52,2,False
11,13320,340,290,False
5,13373,2,0,True
11,13378,290,240,False
11,13431,240,190,False
11,13484,190,140,False
11,13537,140,90,False
20,13599,341,291,False
11,13652,90,40,False
11,13705,40,0,True
12,13748,230,180,False
17,13804,344,294,False
20,13863,291,241,False
20,13922,241,191,False
20,13981,191,141,False
20,14040,141,91,False
20,14099,91,41,False
20,14158,41,0,True
12,14202,180,130,False
12,14255,130,80,False
17,14311,294,244,False
12,14364,80,30,False
12,14417,30,0,True
17,14450,244,194,False
17,14503,194,144,False
17,14556,144,94,False
17,14609,94,44,False
17,14662,44,0,True
" "
Average Turn Around Time: 10084
